Course Title,Rating,Level,Duration,Review,Modules,Instructor,Offered By,Keyword,Course Url
"Data Engineering, Big Data and ML on Google Cloud en Español Specialization",4.8,Intermediate,10.0,292,"Google Cloud Big Data and Machine Learning Fundamentals en Español, Modernizing Data Lakes and Data Warehouses with GCP en Español, Building Batch Data Pipelines on GCP en Español, Building Resilient Streaming Analytics Systems on GCP en Español, Smart Analytics, Machine Learning, and AI on GCP en Español",Google Cloud Training,Google Cloud,Social Sciences,https://www.coursera.org/specializations/gcp-data-machine-learning-es
Foundations of Teaching for Learning: Planning for Teaching and Learning,4.8,Not Provided,12.0,212,"Mindsets for Learning and Teaching, What Do We Know About Teaching and Learning, Four Key Questions and Why They Matter, Spirals of Inquiry for Planning and Teaching, Teacher Professional Learning, Innovation and Change","Dr Linda Kaser, Dr  Judy Halbert, Professor John MacBeath",Commonwealth Education Trust,Social Sciences,https://www.coursera.org/learn/teaching-plan
Creating and Developing a Tech Startup,4.1,Not Provided,10.0,93,"From laboratory invention to formulation of an innovative concept, Fostering the development of your concept, Identifying the actors of technological innovation, How to calculate your financing needs and to find funding, Defining your business model, End of the course and final exam","Etienne Krieger, Romain Beaume","École Polytechnique, HEC Paris",Social Sciences,https://www.coursera.org/learn/tech-startup
Cultural impact of housing displacement gentrification,4.7,Intermediate,16.0,24,"An introduction to gentrification, Gentrification deconstructed, How do you research gentrification?  , Back home",Dr Craig Gurney,University of Glasgow ,Social Sciences,https://www.coursera.org/learn/cultural-impact-of-housing-displacement-gentrification
Global Health and Humanitarianism,4.7,Beginner,11.0,234,"What is Global Health?     , Global Health definitions, case studies and evolution, Humanitarian Response, Humanitarian Dilemmas, The Right to Humanitarian Assistance, Responsibility to Protect (R2P)","Prof Tim Jacoby, Dr Amy Hughes, Dr Kirsten Howarth",University of Manchester   ,Social Sciences,https://www.coursera.org/learn/health-humanitarianism
Introdução à Análise Macroeconômica,4.8,Intermediate,23.0,304,"Módulo 1 - Dispêndio Doméstico - parte I, Módulo 2 - DISPÊNDIO DOMÉSTICO - PARTE II, Módulo 3 - RELEVÂNCIA DOS MERCADOS FINANCEIROS, Módulo 4 - REGIME MONETÁRIO SOB METAS DE INFLAÇÃO , Módulo 5 - INSTRUMENTOS DE POLÍTICA MONETÁRIA, Módulo 6 - ENTENDENDO A DEMANDA AGREGADA, Módulo 7 - Oferta Agregada E EXPECTATIVAS RACIONAIS, Módulo 8 - Análise Macroeconômica Completa",Roseli da Silva,Universidade de São Paulo,Social Sciences,https://www.coursera.org/learn/introducao-analise-macroeconomica
Fundamentos do Suporte Técnico,4.9,Beginner,24.0,5.408,"INTRODUÇÃO A TI, Hardware, Sistema operacional, Redes, Software, Resolução de problemas","Onlea support, Google Career Certificates",Google,Social Sciences,https://www.coursera.org/learn/fundamentos-do-suporte-tecnico
Understanding Korean Politics,4.8,Beginner,12.0,255,"Korean Politics in Historical Perspective, Dynamics of Democratic Transition in South Korea: Structure, Culture, and Leadership Choice, Political Institutions in South Korea, Profiles of political leadership, The Developmental State and the Korean Economic Miracle , Debates on Korean Unification",Chung-in Moon,Yonsei University,Social Sciences,https://www.coursera.org/learn/understanding-korean-politics
"Autoridad, dirección y liderazgo",4.8,Beginner,8.0,2.891,"Habilidades Gerenciales para un Liderazgo Efectivo, La función directiva, Ejercicio de la Autoridad y Naturaleza del Poder, Elementos y medios de la Dirección, Importancia de la Elección del Estilo de Liderazgo, Perfil del Líder Efectivo, Programa Personal de Desarrollo Directivo","Patricia Benítez Corona , Miguel Angel Ruíz ",Universidad Nacional Autónoma de México,Social Sciences,https://www.coursera.org/learn/autoridad
Science and Engineering of Climate Change,4.8,Beginner,9.0,182,"Current Climate Change in Context, Modelling Climate Change, Technologies to Control CO2 Concentration, Non-Fossil Energy Sources",RICCARDO REBONATO - EDHEC BUSINESS SCHOOL,EDHEC Business School,Social Sciences,https://www.coursera.org/learn/science-and-engineering-of-climate-change
Becoming a Sports Agent,4.7,Beginner,29.0,141,"Module 1: Introduction to Agents and the Collective Bargaining Agreements of the MLB, NFL and NBA, Module 2: Recruiting and Managing Clients, Module 3: Early Stages of Professionalism and Selecting an Agency, Module 4: Representing the Peak Professional Athlete Pt. I, Module 5: Representing the Peak Professional Athlete Pt. II, Module 6:  Income Protection and Life After Retirement, Module 7:  Life Cycle of Individual Sports, the Longest Career Trajectory Pt. I, Module 8:  Life Cycle of Individual Sports, the Longest Career Trajectory Pt. II, Module 9:  Representing the Professional Footballer Pt. I, Module 10: Representing the Professional Footballer Pt. II, Module 11: Representing the Professional Footballer Pt. III","Peter A. Carfagna, Richard J. Volante, Esq.",Case Western Reserve University,Social Sciences,https://www.coursera.org/learn/sports-agent
